league,team,team_logo,player_name,player_link,squad_status,team_logo_url,full_name,date_of_birth,place_of_birth,latitude,longitude,height,position_full
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Nélson Semedo,https://en.wikipedia.org/wiki/N%C3%A9lson_Semedo,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Nélson Cabral Semedo[1],(1993-11-16)16 November 1993(age 30)[1],"Lisbon, Portugal",38.72528,-9.15,1.77 m (5 ft 10 in)[2],"Right-back,right wing-back"
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Toti Gomes,https://en.wikipedia.org/wiki/Toti_Gomes,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Tote António Gomes[1],(1999-01-16)16 January 1999(age 25),"Bissau, Guinea-Bissau",11.85,-15.567,1.87 m (6 ft 2 in)[2],"Centre-back,left-back"
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Dan Bentley,https://en.wikipedia.org/wiki/Dan_Bentley_(footballer),On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Daniel Ian Bentley[1],(1993-07-13)13 July 1993(age 31)[2],"Basildon, England",51.58,0.49,6 ft 2 in (1.88 m)[3],Goalkeeper[4]
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Carlos Forbs,https://en.wikipedia.org/wiki/Carlos_Forbs,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Carlos Roberto Forbs Borges,(2004-03-19)19 March 2004(age 20),"Sintra, Portugal",38.79917,-9.38833,1.69 m (5 ft 7 in),Winger
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Jean-Ricner Bellegarde,https://en.wikipedia.org/wiki/Jean-Ricner_Bellegarde,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,,(1998-06-27)27 June 1998(age 26),"Colombes, France",48.9236,2.2522,1.70 m (5 ft 7 in)[1],Midfielder
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Gonçalo Guedes,https://en.wikipedia.org/wiki/Gon%C3%A7alo_Guedes,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Gonçalo Manuel Ganchinho Guedes[1],(1996-11-29)29 November 1996(age 27)[2],"Benavente, Portugal",38.967,-8.8,1.79 m (5 ft 10 in)[2],"Winger,forward"
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Enso González,https://en.wikipedia.org/wiki/Enso_Gonz%C3%A1lez,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Enso David González Medina[1],(2005-01-20)20 January 2005(age 19),"Asunción, Paraguay[1]",-25.3,-57.633,1.69 m (5 ft 7 in)[1],Left winger
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Sam Johnstone,https://en.wikipedia.org/wiki/Sam_Johnstone,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Samuel Luke Johnstone,(1993-03-25)25 March 1993(age 31),"Preston, England",53.759,-2.699,6 ft 4 in (1.93 m)[1],Goalkeeper[2]
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Luke Cundle,https://en.wikipedia.org/wiki/Luke_Cundle,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Luke James Cundle[1],(2002-04-26)26 April 2002(age 22),"Warrington, England",53.39,-2.59,1.70 m (5 ft 7 in)[2],Attacking midfielder
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Pedro Lima,"https://en.wikipedia.org/wiki/Pedro_Lima_(footballer,_born_2006)",On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Pedro Henrique Cardoso de Lima,(2006-07-01)1 July 2006(age 18),"Cabedelo, Brazil",-6.98083,-34.83389,1.78 m (5 ft 10 in),Right-back
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Tom King,"https://en.wikipedia.org/wiki/Tom_King_(footballer,_born_1995)",On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Thomas Lloyd King[1],(1995-03-08)8 March 1995(age 29),"Plymouth, England",50.37139,-4.14222,6 ft 4 in (1.94 m)[2],Goalkeeper
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Justin Hubner,https://en.wikipedia.org/wiki/Justin_Hubner,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Justin Quincy Hubner,(2003-09-14)14 September 2003(age 20),"'s-Hertogenbosch, Netherlands",51.683,5.3,1.87 m (6 ft 2 in)[1],"Centre-back,defensive midfielder"
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Dexter Lembikisa,https://en.wikipedia.org/wiki/Dexter_Lembikisa,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Dexter Joeng Woo Lembikisa[1],(2003-11-04)4 November 2003(age 20),"London, England",51.507222,-0.1275,1.80 m (5 ft 11 in)[2],Right-back
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Bastien Meupiyou,https://en.wikipedia.org/wiki/Bastien_Meupiyou,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Bastien Ndemeni Meupiyou Menadjou[1],(2006-03-19)19 March 2006(age 18),"Paris, France",48.85667,2.35222,1.91 m (6 ft 3 in)[2],Centre-back
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Hugo Bueno,"https://en.wikipedia.org/wiki/Hugo_Bueno_(footballer,_born_2002)",On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Hugo Bueno Lopez[1],(2002-09-18)18 September 2002(age 21),"Vigo, Spain",42.231356,-8.712447,1.80 m (5 ft 11 in)[2],"Left-back,left wing-back"
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Chiquinho,"https://en.wikipedia.org/wiki/Chiquinho_(footballer,_born_2000)",On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Francisco Jorge Tavares Oliveira[1],(2000-02-05)5 February 2000(age 24)[1],"Cascais, Portugal",38.7,-9.417,1.79 m (5 ft 10 in)[1],Winger
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Tawanda Chirewa,https://en.wikipedia.org/wiki/Tawanda_Chirewa,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Tawanda Blessing Chirewa[1],(2003-10-11)11 October 2003(age 20),"Chelmsford, England",51.73,0.48,1.81 m (5 ft 11 in),Right winger
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Joe Hodge,https://en.wikipedia.org/wiki/Joe_Hodge,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Joseph Shaun Hodge[1],(2002-09-14)14 September 2002(age 21),"Manchester, England",53.479,-2.2452,1.67 m (5 ft 6 in)[2],Defensive midfielder
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Nigel Lonwijk,https://en.wikipedia.org/wiki/Nigel_Lonwijk,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Nigel Cello Lonwijk[1],(2002-10-27)27 October 2002(age 21),"Goirle, Netherlands",51.517,5.067,1.95 m (6 ft 5 in)[2],Defender
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Ki-Jana Hoever,https://en.wikipedia.org/wiki/Ki-Jana_Hoever,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Ki-Jana Delano Hoever[1],(2002-01-18)18 January 2002(age 22)[2],"Amsterdam, Netherlands",52.37278,4.89361,1.83 m (6 ft 0 in)[2],"Centre-back,right-back[3]"
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Nathan Fraser,https://en.wikipedia.org/wiki/Nathan_Fraser,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Nathan John Mark Fraser,(2005-02-22)22 February 2005(age 19),"Wolverhampton, England",52.583,-2.133,1.88 m (6 ft 2 in),Forward
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Chem Campbell,https://en.wikipedia.org/wiki/Chem_Campbell,On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Chem Campbell[1],(2002-12-30)30 December 2002(age 21),"Birmingham, England",52.48,-1.9025,1.85 m (6 ft 1 in),Winger
Premier League,Wolverhampton Wanderers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Fábio Silva,"https://en.wikipedia.org/wiki/F%C3%A1bio_Silva_(footballer,_born_2002)",On Loan,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Wolverhampton_Wanderers_FC_crest.svg/200px-Wolverhampton_Wanderers_FC_crest.svg.png,Fábio Daniel Soares Silva[1],(2002-07-19)19 July 2002(age 22),"Gondomar, Portugal",41.15,-8.533,1.85 m (6 ft 1 in)[2],Forward
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Finn Dahmen,https://en.wikipedia.org/wiki/Finn_Dahmen,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Finn Gilbert Dahmen[1],(1998-03-27)27 March 1998(age 26),"Wiesbaden, Germany",50.0825,8.24,1.86 m (6 ft 1 in)[1],Goalkeeper
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Robert Gumny,https://en.wikipedia.org/wiki/Robert_Gumny,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Robert Krzysztof Gumny[1],(1998-06-04)4 June 1998(age 26),"Poznań, Poland",52.40833,16.93361,1.82 m (6 ft 0 in)[2],Right-back
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Mads Valentin,https://en.wikipedia.org/wiki/Mads_Valentin,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Mads Giersing Valentin Pedersen,(1996-09-01)1 September 1996(age 28),"Kokkedal, Denmark",55.908,12.49,1.74 m (5 ft 9 in)[1],"Left-back,left wing-back"
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Reece Oxford,https://en.wikipedia.org/wiki/Reece_Oxford,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Reece Joel Oxford[1],(1998-12-16)16 December 1998(age 25)[2],"Edmonton, London, England",51.6154,-0.0708,6 ft 4 in (1.93 m)[3],"Centre-back,defensive midfielder"
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Jeffrey Gouweleeuw,https://en.wikipedia.org/wiki/Jeffrey_Gouweleeuw,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,,(1991-07-10)10 July 1991(age 33),"Heemskerk, Netherlands",52.517,4.667,1.88 m (6 ft 2 in)[1],Centre-back
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Yusuf Kabadayı,https://en.wikipedia.org/wiki/Yusuf_Kabaday%C4%B1,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Yusuf Karhan Kabadayı,(2004-02-02)2 February 2004(age 20),"Munich, Germany",48.1375,11.575,1.86 m (6 ft 1 in),".mw-parser-output .hlist dl,.mw-parser-output .hlist ol,.mw-parser-output .hlist ul{margin:0;padding:0}.mw-parser-output .hlist dd,.mw-parser-output .hlist dt,.mw-parser-output .hlist li{margin:0;display:inline}.mw-parser-output .hlist.inline,.mw-parser-output .hlist.inline dl,.mw-parser-output .hlist.inline ol,.mw-parser-output .hlist.inline ul,.mw-parser-output .hlist dl dl,.mw-parser-output .hlist dl ol,.mw-parser-output .hlist dl ul,.mw-parser-output .hlist ol dl,.mw-parser-output .hlist ol ol,.mw-parser-output .hlist ol ul,.mw-parser-output .hlist ul dl,.mw-parser-output .hlist ul ol,.mw-parser-output .hlist ul ul{display:inline}.mw-parser-output .hlist .mw-empty-li{display:none}.mw-parser-output .hlist dt::after{content:"": ""}.mw-parser-output .hlist dd::after,.mw-parser-output .hlist li::after{content:"" · "";font-weight:bold}.mw-parser-output .hlist dd:last-child::after,.mw-parser-output .hlist dt:last-child::after,.mw-parser-output .hlist li:last-child::after{content:none}.mw-parser-output .hlist dd dd:first-child::before,.mw-parser-output .hlist dd dt:first-child::before,.mw-parser-output .hlist dd li:first-child::before,.mw-parser-output .hlist dt dd:first-child::before,.mw-parser-output .hlist dt dt:first-child::before,.mw-parser-output .hlist dt li:first-child::before,.mw-parser-output .hlist li dd:first-child::before,.mw-parser-output .hlist li dt:first-child::before,.mw-parser-output .hlist li li:first-child::before{content:"" ("";font-weight:normal}.mw-parser-output .hlist dd dd:last-child::after,.mw-parser-output .hlist dd dt:last-child::after,.mw-parser-output .hlist dd li:last-child::after,.mw-parser-output .hlist dt dd:last-child::after,.mw-parser-output .hlist dt dt:last-child::after,.mw-parser-output .hlist dt li:last-child::after,.mw-parser-output .hlist li dd:last-child::after,.mw-parser-output .hlist li dt:last-child::after,.mw-parser-output .hlist li li:last-child::after{content:"")"";font-weight:normal}.mw-parser-output .hlist ol{counter-reset:listitem}.mw-parser-output .hlist ol>li{counter-increment:listitem}.mw-parser-output .hlist ol>li::before{content:"" ""counter(listitem)""\a0 ""}.mw-parser-output .hlist dd ol>li:first-child::before,.mw-parser-output .hlist dt ol>li:first-child::before,.mw-parser-output .hlist li ol>li:first-child::before{content:"" (""counter(listitem)""\a0 ""}Wingerforward"
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Elvis Rexhbeçaj,https://en.wikipedia.org/wiki/Elvis_Rexhbe%C3%A7aj,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Elvis Rexhbeçaj[1],(1997-11-01)1 November 1997(age 26)[2],"Gjonaj, Prizren,FR Yugoslavia[3](now Gjonaj, Kosovo)",42.25055,20.617239,1.82 m (6 ft 0 in)[2],Defensive midfielder
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Samuel Essende,https://en.wikipedia.org/wiki/Samuel_Essende,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Samuel Emmanuel Essende Mbongu[1],(1998-01-30)30 January 1998(age 26),"Montfermeil, France",48.9,2.5667,1.92 m (6 ft 4 in),Forward
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Arne Maier,https://en.wikipedia.org/wiki/Arne_Maier,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Arne Carl Maier[1],(1999-01-08)8 January 1999(age 25),"Ludwigsfelde, Germany",52.29972,13.26667,1.86 m (6 ft 1 in)[2],Midfielder
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Marius Wolf,https://en.wikipedia.org/wiki/Marius_Wolf,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,,(1995-05-27)27 May 1995(age 29),"Kronach, Germany",50.24111,11.32806,1.88 m (6 ft 2 in)[1],Wing-back
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Dimitris Giannoulis,https://en.wikipedia.org/wiki/Dimitris_Giannoulis,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Dimitrios Christos Giannoulis[1],(1995-10-17)17 October 1995(age 28),"Katerini, Greece",40.267,22.5,1.75 m (5 ft 9 in)[2],Left back
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Masaya Okugawa,https://en.wikipedia.org/wiki/Masaya_Okugawa,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,,(1996-04-14)14 April 1996(age 28),"Koga, Shiga, Japan",34.967,136.167,1.76 m (5 ft 9 in),Midfielder
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Steve Mounié,https://en.wikipedia.org/wiki/Steve_Mouni%C3%A9,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Steve Michel Mounié[1],(1994-09-29)29 September 1994(age 29),"Parakou, Benin",9.35,2.617,1.90 m (6 ft 3 in),Striker
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Ruben Vargas,https://en.wikipedia.org/wiki/Ruben_Vargas,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Rubén Estephan Vargas Martínez[1],(1998-08-05)5 August 1998(age 26)[1],"Adligenswil, Switzerland",47.07056,8.365,1.77 m (5 ft 10 in)[1],"Winger,attacking midfielder"
Bundesliga,FC Augsburg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Kristijan Jakić,https://en.wikipedia.org/wiki/Kristijan_Jaki%C4%87,First Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/145px-FC_Augsburg_logo.svg.png,Kristijan Jakić[1],(1997-05-14)14 May 1997(age 27),"Split,Croatia",43.51,16.44,1.81 m (5 ft 11 in)[2],Defensive midfielder
